Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum height,Flower Colour,Hazard,Attracted animals,Native habitat,Leaf Colour,Leaf Area Index,Growth rate,Trunk Texture,Trunk Colour,Leaf Texture,Maximum Height
Coelogyne usitana Roeth & O. Gruss,-,6397,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6397,Epiphyte,-,-,False,False,False,-,-,"Brown, Cream / Off-White",-,-,Terrestrial,-,-,-,None,None,-
Coffea arabica L.,Coffee Tree,4860,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4860,Tree,-,-,False,False,False,True,-,White,-,Bird-Attracting,Terrestrial (Mountain),Green,-,Moderate,-,-,Green,-
Coffea canephora,Robusta Coffee,2819,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2819,Tree,-,-,False,False,False,True,-,White,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Coffea liberica,Liberian Coffee,2820,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2820,Tree,-,-,False,False,False,True,-,White,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Coix lacryma-jobi,Job's Tears,1834,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1834,Shrub,-,-,False,False,False,-,-,-,-,-,-,Green,3.5 (Shrub & Groundcover - Monocot),-,None,None,Green,-
Cojoba arborea (L.) Britton & Rose,Wild Tamarind,6301,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6301,Tree,-,-,False,False,False,None,-,"Green - Light Green, White",-,Bird-Attracting (Seeds),Terrestrial,Green,-,Moderate,-,-,Green,-
Cola acuminata,Cola,6124,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6124,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cola gigantea A.Chev.,Giant Cola,2821,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2821,Tree,-,-,False,False,False,None,-,Purple,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cola nitida,Cola Nut,2822,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2822,Tree,-,-,False,False,False,None,-,White,-,-,-,Green,4.0 (Tree - Dense Canopy),Moderate,-,-,Green,-
Coleus amboinicus (variegated),-,4935,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4935,Herbaceous Plant,-,-,False,False,False,True,-,-,-,-,Terrestrial,"Green, Green - Light Green, Patterned",-,Fast,None,None,"Hairy / Hirsute, Thick",-
Coleus amboinicus Lour.,Indian Borage,3717,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3717,Herbaceous Plant,-,-,False,False,False,True,-,"Blue, Pink, Purple",-,-,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)","Green, Green, Green - Light Green",-,Fast,None,None,"Hairy / Hirsute, Thick",-
Coleus amboinicus 'Variegatus',Variegated Indian Borage,3718,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3718,Herbaceous Plant,-,-,True,False,False,True,-,"Pink, Purple, White",-,-,Terrestrial,"Cream / Off-White, Green, White, Cream / Off-White, Green",-,Moderate,None,None,"Velvety / Furry / Tomentose, Bulging in between Veins, Thick",-
Coleus australis 'Blue Spires',-,7847,https://www.nparks.gov.sg/florafaunaweb/flora/7/8/7847,Herbaceous Plant,-,-,False,False,False,True,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Coleus bellus (P.I.Forst.) P.I.Forst.,Lemon Sherbet Coleus,6965,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6965,Herbaceous Plant,-,-,False,False,False,True,-,Purple,-,Bee-Attracting,Terrestrial,"Silver / Grey, Green - Light Green, Silver / Grey",-,Fast,None,None,Velvety / Furry / Tomentose,-
Coleus hadiensis (Forssk.) A.J.Paton,Vicks Plant,8791,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8791,Herbaceous Plant,-,-,False,False,False,True,-,"Purple, Pink, White",-,-,Terrestrial,Green,-,"Moderate, Fast to Moderate",None,None,Velvety / Furry / Tomentose,-
Coleus madagascariensis 'Variegated Mintleaf',Variegated Mint Leaf,6659,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6659,Herbaceous Plant,-,-,False,False,False,-,-,White,-,-,-,"Green, White",-,-,None,None,"Smooth, Thick",-
Coleus monostachyus (P.Beauv.) A.J.Paton,Monkey's Potato,6202,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6202,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,"Purple, White",-,-,Terrestrial,Green,-,-,None,None,Bulging in between Veins,-
Coleus prostratus (Gürke) A.J.Paton,Pillow Plant,6931,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6931,"Creeper, Herbaceous Plant",-,-,False,False,False,-,-,Purple,-,-,-,Green,-,-,None,None,"Velvety / Furry / Tomentose, Thick",-
Coleus rotundifolius (Poir.) A.Chev. & Perrot,Chinese Potato,5781,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5781,"Herbaceous Plant, Shrub",-,-,True,False,False,-,-,"Purple, Blue",-,-,Terrestrial,Green,-,Fast,None,None,"Rough, Thick",-
Coleus scutellarioides (L.) Benth.,Painted Nettle,2460,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2460,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,"Blue, White",-,-,Terrestrial,"Cream / Off-White, Green, Pink, Purple, Red, White, Yellow / Golden",-,Fast,None,None,Velvety / Furry / Tomentose,-
Coleus scutellarioides × Perilla frutescens 'Gage's Shadow',Coleus x Perilla 'Gage's Shadow',6184,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6184,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,-,-,-,-,Fast,None,None,-
Coleus scutellarioides 'Alabama Sunset',Coleus,6954,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6954,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Appaloosa',Coleus,6030,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6030,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,"Brown, Green - Light Green, Red, Yellow / Golden",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Carefree Mix',Coleus,6291,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6291,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Cream / Off-White, Green, Green - Light Green, Orange, Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'China Rose',Coleus,6955,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6955,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Chocolate Drop',Coleus,6205,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6205,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Green, Green - Light Green, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Defiance',Coleus,6026,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6026,Herbaceous Plant,-,-,False,False,False,-,-,"Blue, Purple",-,Butterfly-Attracting,-,"Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Dipt In Wine',Coleus,5939,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5939,Herbaceous Plant,-,-,False,False,False,-,-,"Blue, Purple",-,Butterfly-Attracting,-,"Green, Green - Light Green, Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Finger Paint',Coleus,5938,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5938,Shrub,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,"Green, Green - Light Green, Red, Yellow / Golden, Patterned, Green, Green - Light Green, Red, Yellow / Golden, Patterned",-,-,None,None,Thin,-
Coleus scutellarioides 'Pineapple Queen',Coleus,6037,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6037,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,Butterfly-Attracting,-,"Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Saturn',Coleus,6039,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6039,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Tilt A Whirl',Ruffled Coleus,5937,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5937,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting (Flower Nectar),-,"Brown, Green - Light Green, Red, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Versa Green Halo',Coleus,6292,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6292,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,Butterfly-Attracting (Flower Nectar),-,"Green, Green - Light Green, Yellow / Golden, Patterned",-,Fast,None,None,Thin,-
Coleus scutellarioides 'Wizard',Coleus,6957,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6957,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,"Green - Light Green, Red, Yellow / Golden, Patterned",-,-,None,None,Thin,-
Colmanara Wildcat,-,4531,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4531,Shrub,-,-,False,False,False,-,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Colocasia esculenta (L.) Schott,Taro,1835,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1835,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Green,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Velvety / Furry / Tomentose,-
Colocasia esculenta 'Black Coral',-,5767,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5767,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Purple,-,Fast to Moderate,None,None,Purple,-
Colocasia esculenta 'Black Magic',-,1836,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1836,Shrub,-,-,False,False,False,-,-,-,-,-,-,Purple,3.5 (Shrub & Groundcover - Monocot),-,None,None,Purple,-
Colocasia esculenta 'Coal Miner',-,5768,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5768,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,"Green - Light Green, Purple",-,-,None,None,"Smooth, Velvety / Furry / Tomentose",-
Colocasia esculenta 'Coffee Cup',Elephant Ears,3678,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3678,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,Green,-,-,None,None,Green,-
Colocasia esculenta 'Elepaio',-,5773,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5773,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,"Green, White, Patterned",-,-,None,None,Velvety / Furry / Tomentose,-
Colocasia esculenta 'Illustris',-,3677,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3677,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Black, Green, Purple",-,Moderate,None,None,Smooth,-
Colocasia esculenta 'Lemonade',-,5519,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5519,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Yellow / Golden",-,Moderate,None,None,Smooth,-
Colocasia esculenta 'Lime Aide',Lime Aide Elephant Ear,5520,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5520,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,Green - Light Green,-,Moderate,None,None,Smooth,-
Colocasia esculenta 'Mojito',Mojito Elephant Ear,5521,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5521,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Green - Light Green, Purple",-,Moderate,None,None,Smooth,-
Colocasia esculenta 'Nancy's Revenge',-,5518,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5518,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Cream / Off-White, Green, Yellow / Golden",-,Moderate,None,None,Smooth,-
Colocasia esculenta 'Pharaohs Mask',-,8788,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8788,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Purple",-,Fast,None,None,"Raised / Sunken Veins, Glossy / Shiny",-
Colocasia esculenta 'Rhubarb',Rhubarb Elephant Ear,5522,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5522,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Red",-,Moderate,None,None,"Green, Red",-
Colocasia esculenta 'Tropical Storm',-,8789,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8789,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Purple, Black, Cream / Off-White",-,Fast,None,None,"Purple, Black, Cream / Off-White",-
Colocasia esculenta 'White Lava',-,8787,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8787,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,Fast,None,None,-
Colubrina asiatica (L.) Brongn,Latherleaf,3679,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3679,Shrub,-,-,True,True,False,-,-,Yellow / Golden,-,-,"Terrestrial (Coastal Forest), Shoreline (Sandy Beach, Rocky Beach)",Green,-,-,None,None,"Glossy / Shiny, Papery",-
Columnea 'Little Prince',-,8347,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8347,"Epiphyte, Herbaceous Plant",-,-,False,False,False,-,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Columnea tulae var. flava,-,1378,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1378,"Epiphyte, Herbaceous Plant",-,-,False,False,False,-,-,Yellow / Golden,-,-,-,Green,-,Fast to Moderate,None,None,Green,-
Colysis pteropus (Blume) Copel.,Java Fern,5736,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5736,-,-,-,False,False,False,None,-,-,-,-,Aquatic (Freshwater Pond / Lake / River),Green,-,-,None,None,Crinkled / Twisted,-
Combretum comosum,-,1379,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1379,Climber,-,-,False,False,False,-,-,"Red, Yellow / Golden",-,-,Terrestrial,Green,-,Moderate,None,None,Green,-
Combretum constrictum (Benth.) M.A.Lawson,Finger Lies on the Ground,1837,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1837,"Climber, Shrub",-,-,False,False,False,-,-,"Red, Pink",-,"Bird-Attracting, Butterfly-Attracting",Terrestrial (Riverine),"Green, Green",4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Combretum erythrophyllum,Bush Willow,1838,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1838,"Shrub, Tree",-,-,True,False,False,-,-,Red,-,"Bird-Attracting, Butterfly-Attracting",-,"Green, Green - Light Green",4.5 (Shrub & Groundcover - Dicot),Fast,-,-,"Medium green above, yellowish green below.",-
Combretum indicum (double-flowered),Double Rangoon Creeper,4630,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4630,Climber,-,-,False,False,False,True,-,"Pink, Red, White",-,-,-,"Green, Green",-,-,None,None,Hairy / Hirsute,-
Combretum indicum (L.) DeFilipps,Rangoon Creeper,1497,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1497,Climber,-,-,False,False,False,True,-,"Pink, Red, White",-,-,Terrestrial,Green,-,Fast,None,None,Velvety / Furry / Tomentose,-
Combretum tetralophum C.B. Clarke,-,5835,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5835,Climber,-,-,False,True,False,-,-,-,-,-,Terrestrial,-,-,Fast,None,None,-
Commelina diffusa Burm. f.,Spreading Dayflower,5133,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5133,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,-,-,Green,-,-,None,None,Green,-
Commersonia bartramia (L.) Merr.,Brown Kurrajong,4103,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4103,Tree,-,-,False,True,False,None,-,-,-,-,"Terrestrial (Secondary Rainforest, Grassland / Savannah/ Scrubland)",-,-,Moderate,-,-,-
Congea tomentosa Roxb.,Wooly Congea,1380,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1380,"Climber, Shrub",-,-,False,False,False,-,-,"Silver / Grey, White",-,-,"Terrestrial (Secondary Rainforest, Monsoon Forest)","Green, Silver / Grey",-,Moderate,None,None,"Velvety / Furry / Tomentose, Papery, Raised / Sunken Veins",-
Congea velutina Wight,Velvet Congea,3841,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3841,Climber,-,-,False,False,False,-,-,"Pink, Purple",-,-,Terrestrial,"Green, Green",-,-,None,None,Smooth,-
Conocarpus erectus var. sericeus Fors ex DC.,Silver Buttonwood,3372,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3372,"Shrub, Tree",-,-,True,False,False,-,-,"Green, Purple, White",-,-,Terrestrial (Coastal Forest),Silver / Grey,3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Smooth, Velvety / Furry / Tomentose, Thick",-
Conostegia subcrustulata (Beurl.) Triana,-,6678,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6678,Shrub,-,-,False,False,False,-,-,Pink,-,Bird-Attracting (Fruits),Terrestrial,"Green, Red, Pink",-,Fast to Moderate,None,None,"Velvety / Furry / Tomentose, Hairy / Hirsute",-
Copaifera officinalis,Copaiba Balsam,2823,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2823,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Copernicia alba Morong,Caranday Palm,2616,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2616,Palm,-,-,False,False,False,None,-,Cream / Off-White,-,-,-,Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Copernicia baileyana,Yarey,3410,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3410,Palm,-,-,False,False,False,None,-,Cream / Off-White,-,-,Terrestrial,Green,2.5 (Palm - Solitary),Moderate,-,-,Glossy / Shiny,-
Copernicia gigas Ekman ex Burret,-,3411,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3411,Palm,-,-,False,False,False,None,-,-,-,-,-,2.5 (Palm - Solitary),-,Moderate,-,-,-
Copernicia hospita,Cana,3412,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3412,Palm,-,-,False,False,False,None,-,Brown,-,-,-,Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Copernicia macroglossa,-,3845,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3845,Palm,-,-,True,False,False,None,-,Cream / Off-White,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Copernicia prunifera (Mill.) H.E.Moore,Carnauba,3413,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3413,Palm,-,-,False,False,False,None,-,-,-,-,-,2.5 (Palm - Solitary),-,Moderate,-,-,-
Cordia cylindrostachya,String Bush,1839,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1839,Herbaceous Plant,-,-,False,False,False,-,-,White,-,Butterfly-Attracting,Terrestrial,Green,-,Fast,None,None,Rough,-
Cordia dichotoma G.Forst.,Indian Cherry,3849,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3849,Tree,-,-,False,True,False,None,-,White,-,Bird-Attracting,Terrestrial,Green,-,Moderate,-,-,"Papery, Leathery",-
Cordia lutea Lam.,-,8772,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8772,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cordia sebestena 'Aurea',Orange-Geiger Tree,2825,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2825,Tree,-,-,True,False,False,None,-,Orange,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cordia sebestena L.,Geiger Tree,2824,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2824,Tree,-,-,False,False,False,None,-,Orange,-,"Bird-Attracting, Butterfly-Attracting",Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cordia subcordata,Sea Trumpet,2826,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2826,Tree,-,-,False,True,False,None,-,Yellow / Golden,-,Caterpillar Moth Food Plant,"Terrestrial (Coastal Forest, Primary Rainforest, Secondary Rainforest)",Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cordyline 'Americana',-,6160,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6160,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Purple, Red",-,-,None,None,Smooth,-
Cordyline australis 'Red Star',Red Star Cordyline,1841,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1841,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Purple, Brown, Red",3.5 (Shrub & Groundcover - Monocot),Fast to Moderate,None,None,Smooth,-
Cordyline fruticosa (cultivar),-,1844,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1844,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Red, Pink, Purple",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Yellow / Golden, Red, Pink, Purple",-
Cordyline fruticosa 'Baby Ti',Ti Plant,3682,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3682,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,"Green, Red",-,-,None,None,"Smooth, Glossy / Shiny, Leathery, Thick",-
Cordyline fruticosa 'Blue',-,1842,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1842,Shrub,-,-,False,False,False,-,-,-,-,-,-,Purple,3.5 (Shrub & Groundcover - Monocot),-,None,None,Purple,-
Cordyline fruticosa 'Calypso Queen',-,1843,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1843,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Pink",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Pink",-
Cordyline fruticosa 'Dark Red',-,1840,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1840,Shrub,-,-,False,False,False,-,-,-,-,-,-,Red,3.5 (Shrub & Groundcover - Monocot),-,None,None,Red,-
Cordyline fruticosa 'Dwarf Pink',-,1845,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1845,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Pink",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Pink",-
Cordyline fruticosa 'Firebrand',Red Dracaena,1846,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1846,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Red, Pink",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Red, Pink",-
Cordyline fruticosa 'Green',-,1847,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1847,Shrub,-,-,False,False,False,-,-,-,-,-,-,Green,3.5 (Shrub & Groundcover - Monocot),-,None,None,Green,-
Cordyline fruticosa 'H. Bonsai',-,1848,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1848,Shrub,-,-,False,False,False,-,-,-,-,-,-,Purple,3.5 (Shrub & Groundcover - Monocot),-,None,None,Purple,-
Cordyline fruticosa 'Inscripta',-,1849,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1849,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Pink, Red",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Pink, Red",-
Cordyline fruticosa 'Kiwi',-,1850,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1850,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Pink",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Yellow / Golden, Pink",-
