Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Bougainvillea 'Mrs Eva Variegata Purple',-,1344,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1344,Climber,Full Sun,"Little Water, Moderate Water",True,False,False,False,8.0,Purple,Spines/Thorns - Stem/Branch,-,-,"Green, White",-,-,Fast to Moderate,None,None,Medium
Bougainvillea 'Orange Stripe',-,1347,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1347,Climber,Full Sun,Little Water,False,False,False,False,-,Orange,-,-,-,"Green, Yellow / Golden",-,-,Fast to Moderate,None,None,-
Bougainvillea 'Sakura Batik',-,1350,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1350,Climber,Full Sun,Little Water,True,False,False,False,-,"White, Pink",-,-,-,"Green, Yellow / Golden",-,-,Fast to Moderate,None,None,-
Bougainvillea 'Singapore White',-,1352,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1352,"Climber, Shrub",Full Sun,"Little Water, Moderate Water",True,False,False,False,8,White,Spines/Thorns - Stem/Branch,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Fast to Moderate,None,None,-
Bougainvillea 'Smarty Pants',-,5491,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5491,"Climber, Shrub",Full Sun,"Little Water, Moderate Water",True,False,False,False,8,Pink,Spines/Thorns - Stem/Branch,-,Terrestrial,Green,-,-,-,None,None,-
"Bougainvillea sp. (blushing pink-white bracts, grey-green leaves)",-,1355,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1355,Climber,Full Sun,Little Water,True,False,False,False,-,"White, Pink",-,-,-,"Cream / Off-White, Green, Silver / Grey",-,-,Fast to Moderate,None,None,-
Bougainvillea 'Tomato Red',-,1356,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1356,"Climber, Shrub",Full Sun,Little Water,True,False,False,False,-,Red,Spines/Thorns - Stem/Branch,-,-,Green,-,-,Fast to Moderate,None,None,-
Bougainvillea 'Torch Glow',-,1353,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1353,Shrub,Full Sun,Little Water,True,False,False,False,2.0,"Pink, Purple",-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Brachychiton acerifolius (A. Cunn. ex G. Don) Macarthur,Illawarra Flame Tree,2754,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2754,Tree,Full Sun,Moderate Water,True,False,False,False,35.0,Red,Irritant - Hairs,-,"Terrestrial (Primary Rainforest, Monsoon Forest, Grassland / Savannah/ Scrubland)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,Fissured,Grey,None
Brachychiton discolor F.Muell.,Scrub Bottle Tree,3635,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3635,Tree,Full Sun,Moderate Water,False,False,False,False,-,"Pink, Red",-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Brachychiton rupestris,Queensland Bottle Tree,2755,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2755,Tree,Full Sun,"Little Water, Moderate Water",True,False,False,False,18.0,"Cream / Off-White, Pink",-,-,Terrestrial,Green,-,2.5 (Tree - Open Canopy),Moderate,narrow,brown,None
Brassavola Little Stars,-,7107,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7107,Epiphyte,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,True,0.5,White,-,-,-,Green,-,-,-,None,None,-
Brassavola nodosa (L.) Lindley,Lady of the Night,5884,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5884,Epiphyte,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,True,0.5,-,-,-,Terrestrial,-,-,-,-,None,None,Coarse
Brassia Eternal Wind,-,6024,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6024,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,"Pale Yellow, Brown, And Green",-,-,Terrestrial,-,-,-,-,None,None,Medium
Brassica juncea Broad-leaf Mustard Group,Indian Mustard,5940,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5940,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.6,Yellow / Golden,-,-,Terrestrial (Agricultural Land),Green,Green,-,Fast,None,None,Coarse
Brassica juncea Head-leaf Mustard Group,Gai Choy,8007,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8007,Herbaceous Plant,Semi Shade,Moderate Water,False,False,True,False,-,Yellow / Golden,-,-,Terrestrial,Green - Light Green,-,-,-,None,None,Coarse
Brassica juncea 'Red Giant',Mustard Greens,8068,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8068,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.46,Yellow / Golden,-,-,-,Green,-,-,-,None,None,Medium
Brassica oleracea (Gongylodes Group) 'Purple Vienna',Kohlrabi,8067,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8067,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,True,False,-,Yellow / Golden,-,-,-,Green,-,-,-,None,None,Coarse
Brassica oleracea Acephala Group   [curly kale],Curly Kale,8367,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8367,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.45,-,-,-,-,-,-,-,-,None,None,Coarse
Brassica oleracea Acephala Group   [kale],Kale,8110,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8110,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,-,-,-,-,None,None,-
Brassica oleracea Acephala Group   [ornamental cabbage],Ornamental Cabbage,4888,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4888,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,Yellow / Golden,-,-,Terrestrial,"Pink, Purple, Red","Pink, Purple, Red",-,-,None,None,Coarse
Brassica oleracea Acephala Group   [scarlet kale],Scarlet Kale,8077,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8077,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.9,Yellow / Golden,-,-,-,"Blue, Purple, Silver / Grey","Blue, Purple",-,-,None,None,Coarse
Brassica oleracea Alboglabra Group   [kailan],Kailan,7137,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7137,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,30,White,-,-,-,Green - Bluish Green,-,-,-,None,None,Coarse
Brassica oleracea Botrytis Group   [broccoli],Broccoli,7026,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7026,Herbaceous Plant,Full Sun,Lots of Water,False,False,True,False,0.5,Yellow / Golden,-,-,-,Green - Bluish Green,-,-,-,None,None,-
Brassica oleracea Botrytis Group   [cauliflower],Cauliflower,4846,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4846,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.5,Yellow / Golden,-,-,Terrestrial,-,-,-,-,None,None,Medium
Brassica rapa Caisin Group   [cai xin],Cai Xin,5950,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5950,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.3,"Cream / Off-White, Yellow / Golden",-,-,Terrestrial,Green,-,-,-,None,None,Medium
Brassica rapa Chinese Cabbage Group   [chinese cabbage],-,8112,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8112,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,-,-,-,-,None,None,-
Brassica rapa Pak Choi Group   [dwarf bok choy],-,7136,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7136,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,-,-,-,-,None,None,-
Brassica rapa Pak Choi Group   [huang jing bai cai],Chinese Cabbage,8540,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8540,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.25,Yellow / Golden,-,-,-,-,-,-,-,None,None,-
Brassica rapa Pak Choi Group   [kow peck chye],Kow Peck Chye,6524,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6524,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.3,-,-,-,-,"Green, White",-,-,-,None,None,Medium
Brassica rapa Pak Choi Group   [nai bai cai],Baby White Pak Choi,6526,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6526,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,"Green, White",-,-,-,None,None,Coarse
Brassica rapa Pak Choi Group   [purple bok choy],-,7263,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7263,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.2,Yellow / Golden,-,-,-,Purple,-,-,-,None,None,Coarse
Brassica rapa Pak Choi Group   [xiao bai cai],Bok Choy,6525,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6525,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.2,Yellow,-,-,-,Green - Light Green,-,-,-,None,None,Medium
Brassica rapa Vegetable Turnip Group   [White Turnip],Turnip,5953,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5953,Herbaceous Plant,Full Sun,"Lots of Water, Moderate Water",False,False,True,False,0.5,Yellow / Golden,-,-,Terrestrial,Green,-,-,-,None,None,Coarse
Breynia androgyna (L.) Chakrab. & N.P.Balakr.,Cekur Manis,2427,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2427,Shrub,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,True,True,False,5.0,"Red, Cream / Off-White",Toxic Upon Ingestion,-,"Terrestrial (Monsoon Forest, Secondary Rainforest, Freshwater Swamp Forest, Riverine, Disturbed Area / Open Ground)","Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Breynia androgyna (Variegated),-,5593,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5593,"Herbaceous Plant, Shrub","Full Sun, Semi Shade",Moderate Water,False,False,False,False,3.0,Red,-,-,Terrestrial (Secondary Rainforest),"Green - Bluish Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Breynia disticha J. R. Forst. et G. Forst.,Snow Bush,1730,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1730,Shrub,Full Sun,Moderate Water,False,False,False,False,5.0,White,-,Butterfly Host Plant,-,"Green, White","Green, White",4.5 (Shrub & Groundcover - Dicot),-,None,Red,Medium
Breynia disticha 'Roseo-picta',Red-Leaf Breynia,1731,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1731,Shrub,Full Sun,Moderate Water,False,False,False,False,1.2,Green,-,Butterfly Host Plant,-,"Green, Pink, White",Pink,4.5 (Shrub & Groundcover - Dicot),-,None,None,Medium
Breynia sp. 'Iron Range',Red Coffee Bush,4877,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4877,Shrub,Full Sun,Moderate Water,False,False,False,False,2.0,"Small, inconspicuous (not very clear), located on the leaf axils.",-,-,Terrestrial,Red,Red,-,Fast to Moderate,None,None,Medium
Breynia spatulifolia (Beille) Welzen & Pruesapan,Dragon's Tongue,2428,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2428,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,0.4,Red,-,-,Terrestrial,"Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Medium
Bridelia ovata (variegated),-,4105,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4105,"Shrub, Tree","Full Sun, Semi Shade",Moderate Water,False,False,False,False,8.0,-,-,-,-,-,-,-,Moderate,-,-,Medium
Bridelia pustulata Hook.f.,Bubongkal,5990,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5990,Tree,Full Sun,Moderate Water,False,True,False,False,20.0,"White, Red",-,-,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,-,-,Moderate,Armed / Thorny,-,None
Bridelia stipularis (L.) Blume,Kenidai,6263,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6263,"Climber, Shrub","Full Sun, Semi Shade",Moderate Water,False,True,True,False,8.0,"Yellow / Golden, Red, Green - Light Green, Cream / Off-White",-,Caterpillar Moth Food Plant (Leaves),"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest, Riverine), Shoreline (Mangrove Forest, Sandy Beach)",Green,-,-,-,None,None,Medium
Bridelia tomentosa Blume,Kenidai,2756,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2756,"Shrub, Tree",Full Sun,Moderate Water,True,True,False,False,-,Green - Light Green,-,Butterfly-Attracting,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Medium
Bromelia humilis Jacq.,-,7170,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7170,Herbaceous Plant,"Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,False,-,"Purple, White",Spines/Thorns - Leaf,-,Terrestrial,"Green, Red",-,3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,Coarse
Bromelia pinguin L.,-,6064,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6064,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,0.5,"Red, White",Spines/Thorns - Leaf,-,Terrestrial,Green,-,-,-,None,None,Coarse
Bromelia sylvicola S. Moore,-,7264,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7264,Shrub,Full Sun,Moderate Water,False,False,False,False,0.5,White,Spines/Thorns - Leaf,Bird-Attracting (Flowers),Terrestrial,Green,-,-,-,None,None,Coarse
Bromheadia finlaysoniana (Lindl.) Miq.,Finlayson's Bromheadia,3742,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3742,"Herbaceous Plant, Shrub",Full Sun,Moderate Water,False,True,False,True,2.0,"Cream / Off-White, Purple, White, Yellow / Golden",-,-,Terrestrial (Secondary Rainforest),Green,-,-,Moderate,None,None,Medium
Brownea coccinea subsp. capitella,Lantern Brownea,2757,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2757,Tree,Full Sun,Moderate Water,False,False,False,False,-,"Pink, Red",-,"Butterfly-Attracting, Bird-Attracting",-,"Green, Brown",-,4.0 (Tree - Dense Canopy),Moderate,-,-,None
Brownea grandiceps,Rose of Venezuela,2758,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2758,Tree,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,20,Red,-,"Butterfly-Attracting, Bird-Attracting",Terrestrial,"Green, Purple",-,4.0 (Tree - Dense Canopy),Moderate,-,light brown,None
Brownea rosa-de-monte,Rose of Venezuela,2759,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2759,Tree,Full Sun,Moderate Water,False,False,False,False,0.5,Orange,-,"Butterfly-Attracting, Bird-Attracting",Terrestrial,Green,-,4.0 (Tree - Dense Canopy),Moderate,-,-,None
Brownlowia peltata Benth.,-,8721,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8721,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Moderate,-,-,None
Brownlowia tersa (L.) Kosterm.,Dungun,5441,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5441,Shrub,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,5.0,"Pink, Yellow / Golden",-,-,"Shoreline (Mangrove Forest, Backshore)","Green, Yellow / Golden",-,-,-,None,None,Coarse
Brucea javanica (L.) Merr.,Lada Pahit,8348,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8348,"Shrub, Tree",Full Sun,Moderate Water,False,True,False,False,10.0,Green-White To Green Red Or Purple,-,-,Terrestrial,-,-,-,Moderate,-,-,Coarse
Brugmansia Pers. × candida,Angel's Trumpet,6038,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6038,"Shrub, Tree",Semi Shade,Moderate Water,False,False,False,False,4.0,"Orange, Pink, White",-,-,Terrestrial,Green,-,-,Moderate,-,-,Medium
Bruguiera × hainesii C.G.Rogers,Berus Mata Buaya,4002,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4002,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,False,False,33.0,"Cream / Off-White, Green, White",-,Bird-Attracting (Flowers),"Shoreline (Mangrove Forest, Backshore)",Green,-,-,Moderate,Lenticellate,brown,None
Bruguiera cylindrica (L.) Bl.,Pakau Putih,3264,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3264,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,True,False,20.0,"White, Green - Light Green, Cream / Off-White",-,Moth Food Plant (Flower Nectar),Shoreline (Mangrove Forest),Green,-,-,Moderate,-,-,None
Bruguiera gymnorhiza (L.) Lam.,Tumu Merah,3260,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3260,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,True,False,20.0,"Orange, Pink, Red, White",-,"Bird-Attracting (Flowers), Caterpillar Moth Food Plant (Leaves, Associated with: Olene mendosa)","Terrestrial, Shoreline (Mangrove Forest, Backshore, Mudflat)",Green,-,-,Moderate,Lenticellate,"Dark grey to brown and rough, with distinct lenticels",None
Bruguiera parviflora (Roxb.) Wight & Arn. ex Griff.,Lenggadai,6265,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6265,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,False,False,15.0,Yellow / Golden,-,Butterfly-Attracting,Shoreline (Mangrove Forest),Green,-,-,Moderate,Fissured,Grey,None
Bruguiera sexangula (Lour.) Poir.,Black Mangrove,3641,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3641,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,True,False,30.0,"Orange, Red, Yellow / Golden",-,Caterpillar Moth Food Plant (Leaves),"Terrestrial, Shoreline (Mangrove Forest, Backshore, Mudflat)",Green,-,-,Moderate,greyish,grey,None
Brunfelsia americana,Lady of the Night,1732,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1732,Shrub,Full Sun,Moderate Water,False,False,False,True,2,"White, Yellow / Golden",Toxic Upon Ingestion,Moth Food Plant,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Brunfelsia lactea Krug & Urb,Lady of the night,6542,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6542,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,True,7,White,Toxic Upon Ingestion,-,Terrestrial,Green,-,-,-,None,None,Medium
Brunfelsia nitida,Lady of the Night,5852,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5852,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,White,Toxic Upon Ingestion,-,Terrestrial,Green,-,-,-,None,None,Medium
Brunfelsia pauciflora (Cham. & Schltdl.) Benth.,Yesterday Today and Tomorrow,1733,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1733,Shrub,Full Sun,Moderate Water,False,False,False,True,3.0,"Purple, White, Blue","Weak Branches, Toxic Upon Ingestion",Butterfly-Attracting,Terrestrial (Disturbed Area / Open Ground),Green,-,4.5 (Shrub & Groundcover - Dicot),Slow,None,None,Medium
Brya ebenus (L.) DC.,Jamaican Ebony,7217,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7217,"Shrub, Tree",Full Sun,Moderate Water,False,False,False,False,8.0,Yellow / Golden,Spines/Thorns - Stem/Branch,Bee-Attracting,Terrestrial (Grassland / Savannah/ Scrubland),Green,Green,-,Moderate,-,-,Coarse
Buchanania arborescens (Blume) Blume,Sparrows' Mango,2760,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2760,Tree,Full Sun,"Lots of Water, Moderate Water",False,True,False,False,35.0,"White, Cream / Off-White",-,"Bird-Attracting (Fruits), Caterpillar Moth Food Plant (Leaves)","Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Freshwater Swamp Forest, Riverine)",Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Buchanania sessifolia,Otak Udang Tajam,3643,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3643,Tree,Full Sun,Moderate Water,False,True,False,False,10,"Green, White",-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Buddleja (Hybrid),-,1738,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1738,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Yellow / Golden,-,Butterfly-Attracting,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Buddleja × weyeriana 'Honeycomb',Butterfly Bush,5770,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5770,Shrub,Full Sun,Moderate Water,False,False,False,True,2.5,Yellow / Golden,-,Butterfly-Attracting,Terrestrial,Green,-,-,-,None,None,Coarse
Buddleja davidii (Purple Flower),Purple Butterfly Bush,1737,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1737,Shrub,Full Sun,Moderate Water,False,False,False,False,3.0,Purple,-,Butterfly-Attracting,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Buddleja davidii 'Evil Ways',-,5776,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5776,Shrub,Full Sun,"Little Water, Moderate Water",True,False,False,True,1,Purple,-,Butterfly-Attracting (Flower Nectar),Terrestrial,"Green - Light Green, Yellow / Golden",-,-,Fast,None,None,Fine
Buddleja davidii Franch.,Butterfly Bush,1736,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1736,Shrub,Full Sun,Moderate Water,False,False,False,True,3.7,"Purple, White",Invasive / Potentially Invasive,"Butterfly-Attracting, Bee-Attracting","Terrestrial (Riverine, Disturbed Area / Open Ground, Mountain)",Green,-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Coarse
Bulbine frutescens,Snake Flower,3646,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3646,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,"Orange, Yellow / Golden",-,Butterfly-Attracting,Terrestrial,Green,-,-,Fast,None,None,-
Bulbine frutescens 'Hallmark',Orange Bulbine,3426,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3426,Creeper,"Full Sun, Semi Shade",Moderate Water,True,False,False,False,0.6,"Orange, Yellow / Golden",-,Butterfly-Attracting,Terrestrial,Green,-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,-
Bulbophyllum antenniferum (Lindl.) Rchb.f.,-,6480,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6480,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,0.15,"Purple, Yellow / Golden",-,-,Terrestrial,-,-,-,-,None,None,-
